"","also","can","even","get","know","new","one","people","subject","think","use","well","will","article","dont","good","just","now","time","writes"
"7084",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7085",2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7086",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7087",0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
"7088",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"7089",0,2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"7090",0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1
"7091",0,1,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,1
"7092",2,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2
"7093",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7094",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"7095",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7096",0,2,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,3
"7097",0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7098",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0
"7099",0,0,0,0,0,0,2,0,1,3,0,2,0,2,0,0,1,1,1,4
"7100",0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2
"7101",1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7102",1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"7103",0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,0,0,0
"7104",0,0,1,0,0,2,1,1,1,3,0,0,0,1,0,0,0,0,0,2
"7105",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7106",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"7107",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7108",1,0,0,0,3,0,4,0,1,2,0,4,1,4,0,3,2,0,0,2
"7109",0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7110",0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0,0,0,0,2
"7111",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7112",0,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0
"7113",1,0,0,0,1,0,1,0,1,0,0,4,0,2,1,2,1,1,0,1
"7114",2,1,0,0,1,0,2,0,1,0,0,1,0,2,0,0,2,0,0,1
"7115",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"7116",0,0,0,0,0,0,1,0,2,3,0,1,0,2,0,0,1,1,0,4
"7117",1,0,0,0,0,1,1,0,2,0,0,1,1,2,0,0,0,1,1,3
"7118",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7119",0,0,0,0,2,0,4,0,1,0,0,0,0,2,2,0,0,0,0,1
"7120",1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"7121",1,0,0,0,0,0,1,0,1,3,0,1,0,1,0,0,1,1,0,5
"7122",0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1
"7123",2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0
"7124",4,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"7125",1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"7126",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7127",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"7128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7129",0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
"7130",1,0,0,0,1,1,0,1,1,1,0,0,0,1,2,0,0,0,0,1
"7131",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"7132",0,2,0,2,0,1,1,0,1,1,0,0,1,2,1,0,0,0,1,3
"7133",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"7134",0,1,0,0,0,0,2,0,1,0,1,1,0,2,1,0,1,0,0,2
"7135",1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1
"7136",2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7137",0,0,0,2,0,0,2,1,1,1,0,0,0,0,2,1,1,0,0,0
"7138",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7139",0,1,0,3,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,1
"7140",0,1,0,2,0,0,2,1,1,1,0,0,0,0,2,2,1,0,0,1
"7141",0,0,0,0,0,0,4,1,1,0,0,0,1,4,0,0,0,0,1,4
"7142",1,0,0,0,0,0,1,0,1,0,2,0,1,4,0,0,0,0,0,3
"7143",0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0
"7144",0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7145",0,2,0,2,0,0,2,4,1,1,0,0,0,1,3,1,1,0,0,0
"7146",2,0,1,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1
"7147",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7148",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"7149",0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"7150",0,1,1,3,2,0,2,1,1,1,0,1,2,1,2,1,3,0,0,0
"7151",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"7152",3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0
"7153",0,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,1,0,4
"7154",0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
"7155",0,3,0,3,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,1
"7156",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7157",0,0,1,1,0,3,2,0,1,0,1,0,3,0,0,0,1,1,0,1
"7158",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"7159",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"7160",0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7161",0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0,1
"7162",0,2,0,0,0,0,0,0,1,0,2,0,0,5,0,2,3,1,2,4
"7163",0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
"7164",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7165",2,2,1,2,2,0,2,1,1,0,0,0,1,4,1,0,1,1,0,4
"7166",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7167",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7168",0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
"7169",1,0,0,0,0,2,0,0,1,0,0,1,6,2,0,2,2,0,0,2
"7170",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"7171",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7172",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7173",1,1,1,0,0,0,1,1,1,5,0,1,0,1,3,0,0,2,0,2
"7174",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"7175",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"7176",0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3
"7177",1,1,0,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,2
"7178",0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
"7179",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"7180",0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
"7181",0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,1,0,0,1
"7182",2,0,0,1,2,0,2,0,1,1,0,2,0,2,2,0,2,0,1,2
"7183",0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"7184",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7185",0,1,0,3,0,0,4,0,1,1,0,0,0,0,0,0,1,1,0,0
"7186",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"7187",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7188",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2
"7189",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"7190",2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"7191",0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1
"7192",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"7193",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
"7194",0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,2,1,0,2
"7195",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0
"7196",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7197",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"7198",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
"7199",0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,1,1,0,0,2
"7200",1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7201",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7202",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"7203",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7204",2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2
"7205",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7206",1,3,0,0,0,2,1,0,1,1,0,0,1,2,0,0,0,0,0,2
"7207",0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,2
"7208",0,1,0,0,0,0,0,0,1,1,1,1,2,0,1,0,2,0,1,0
"7209",0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,1,2
"7210",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"7211",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"7212",1,0,0,2,1,0,3,1,1,1,0,0,0,0,2,0,2,2,2,0
"7213",0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"7214",1,1,1,2,1,0,4,1,1,2,0,0,0,1,3,0,3,2,2,0
"7215",1,1,1,0,0,0,2,0,1,1,2,0,1,1,1,0,3,0,1,0
"7216",1,1,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0
"7217",1,3,0,2,0,0,1,0,1,1,0,0,0,3,1,1,3,0,0,3
"7218",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7219",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7220",2,0,0,0,2,1,1,1,1,0,1,0,0,0,2,1,1,0,1,1
"7221",1,1,1,0,1,2,1,3,1,5,0,1,0,2,3,0,0,2,0,3
"7222",0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1
"7223",2,0,1,0,0,0,0,0,1,0,0,2,0,2,1,0,1,0,0,1
"7224",0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,2
"7225",0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,3,1
"7226",2,3,1,5,0,1,1,0,1,2,0,3,4,4,1,0,2,0,0,3
"7227",0,1,1,1,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,1
"7228",1,1,1,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,1
"7229",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2
"7230",1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2
"7231",0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0
"7232",0,2,1,5,0,0,1,0,1,0,0,2,0,1,0,2,0,0,0,3
"7233",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
"7234",0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,2,1,1,3
"7235",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"7236",0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2
"7237",1,3,0,2,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1
"7238",0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1
"7239",0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"7240",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7241",1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2
"7242",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"7243",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
"7244",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2
"7245",0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
"7246",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
"7247",1,3,0,3,2,3,0,0,1,1,0,0,1,1,0,1,2,0,0,2
"7248",1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"7249",1,1,0,0,0,0,1,3,1,0,1,0,1,1,0,0,1,0,1,1
"7250",0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,2
"7251",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7252",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7253",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2
"7254",1,2,1,1,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1
"7255",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7256",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7257",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7258",0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7259",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7260",0,1,0,1,0,2,0,1,1,1,0,2,0,2,0,0,0,0,0,2
"7261",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
"7262",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7263",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7264",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7265",0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
"7266",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
"7267",0,6,1,2,0,3,0,0,1,0,0,1,1,2,0,7,0,3,0,2
"7268",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"7269",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7270",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7271",0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,4
"7272",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7273",4,0,0,1,0,0,1,0,1,0,3,0,0,1,1,1,1,0,1,1
"7274",0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7275",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"7276",1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"7277",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7278",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2
"7279",1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"7280",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7281",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7282",0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
"7283",0,1,0,0,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0,3
"7284",0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
"7285",0,3,0,0,1,0,1,0,1,1,2,0,3,1,0,0,1,0,1,1
"7286",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
"7287",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"7288",0,1,0,3,0,0,1,0,1,1,1,0,0,1,2,1,0,0,1,1
"7289",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
"7290",1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1
"7291",0,2,1,0,0,0,2,0,1,2,1,0,1,1,0,0,1,0,0,1
"7292",2,3,0,1,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,1
"7293",0,2,1,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0
"7294",1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1
"7295",0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,1,0,1,2,1
"7296",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7297",0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0,1,2
"7298",1,0,0,1,0,0,2,0,1,2,0,1,0,1,0,1,3,0,2,2
"7299",0,2,1,7,1,0,3,2,1,0,0,3,3,2,0,2,1,0,0,3
"7300",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"7301",1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"7302",0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"7303",1,0,0,1,0,0,1,0,1,0,0,0,2,1,1,2,0,0,0,1
"7304",2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
"7305",2,2,0,2,0,0,0,0,1,0,0,2,9,0,1,0,0,0,0,0
"7306",0,2,0,2,2,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2
"7307",0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"7308",0,1,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"7309",0,1,1,0,2,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1
"7310",0,1,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,1,0,3
"7311",0,4,0,0,1,0,0,0,1,1,1,0,0,2,2,1,0,1,2,2
"7312",0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,2,0,0,1
"7313",0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,4,1,5,0
"7314",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"7315",1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"7316",0,2,1,0,1,0,0,1,1,0,0,1,1,1,1,4,1,0,0,1
"7317",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7318",1,2,1,0,3,3,1,0,1,1,0,1,19,0,3,2,3,1,1,3
"7319",1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
"7320",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2
"7321",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7322",0,1,0,1,0,1,0,1,2,0,0,1,1,0,1,1,1,0,0,0
"7323",0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"7324",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7325",0,1,0,0,2,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0
"7326",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"7327",0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,1,1,0,0
"7328",0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1
"7329",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"7330",0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"7331",0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"7332",0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,1,2,1,1
"7333",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"7334",1,0,0,0,1,3,1,0,1,0,0,0,4,0,0,0,0,0,0,0
"7335",1,4,1,0,0,0,1,0,1,2,2,0,1,2,0,0,0,0,0,1
"7336",0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1
"7337",1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1
"7338",1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"7339",1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0
"7340",0,5,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0
"7341",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"7342",0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"7343",2,3,1,5,0,0,6,0,1,0,0,0,2,2,2,0,2,1,1,2
"7344",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"7345",0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"7346",2,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2
"7347",1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
"7348",0,2,1,1,2,0,1,0,1,0,0,1,0,2,1,1,0,0,0,2
"7349",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"7350",0,0,1,1,0,4,1,0,2,0,0,0,9,1,2,0,1,0,0,1
"7351",0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,0,1
"7352",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"7353",0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,3
"7354",2,2,0,2,1,0,1,1,1,0,0,1,0,3,0,1,0,0,0,3
"7355",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"7356",0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"7357",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"7358",0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0,0,1
"7359",1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0
"7360",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"7361",0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0
"7362",0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1
"7363",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0
"7364",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7365",3,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1
"7366",2,1,3,2,3,1,5,0,1,3,0,6,1,1,1,4,0,1,3,1
"7367",1,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,2
"7368",0,1,0,0,0,1,0,0,1,0,0,1,1,3,0,0,1,0,0,3
"7369",3,1,0,7,0,0,0,0,1,2,0,0,2,3,1,5,1,1,1,3
"7370",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7371",1,1,0,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,1
"7372",1,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0
"7373",4,11,3,10,2,3,6,0,1,5,2,4,0,0,10,2,2,2,4,0
"7374",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7375",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7376",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,1,0
"7377",0,0,0,0,1,0,5,0,1,0,0,0,0,1,1,0,0,1,0,1
"7378",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7379",1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,2
"7380",0,1,0,0,0,1,2,0,1,0,1,0,3,1,0,0,0,0,0,1
"7381",0,1,1,0,1,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0
"7382",1,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"7383",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0
"7384",0,1,2,2,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,2
"7385",0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1
"7386",0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2
"7387",1,1,0,0,1,0,1,1,1,4,1,0,0,1,3,2,1,1,0,1
"7388",0,1,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
"7389",0,1,0,1,0,1,0,0,1,1,0,1,1,2,1,0,0,1,1,2
"7390",0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
"7391",0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1
"7392",0,2,1,4,0,0,1,1,1,0,0,2,1,1,2,3,3,0,0,2
"7393",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
"7394",1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
"7395",0,0,0,0,0,1,0,1,1,1,0,1,2,2,0,0,0,0,0,0
"7396",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"7397",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
"7398",2,0,0,1,0,4,1,0,1,0,0,1,1,0,0,1,0,1,0,2
"7399",0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7400",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
